year,state,county,farms.full.owners,farms.part.owners,farms.managers,farms.tenants
1925,Mississippi,Lincoln,1778,41,1,1154
1925,Mississippi,Lowndes,637,83,8,2078
1925,Mississippi,Madison,996,59,9,4025
1925,Mississippi,Marion,1148,99,1,743
1925,Mississippi,Marshall,830,87,7,3239
1925,Mississippi,Monroe,1466,146,11,3020
1925,Mississippi,Montgomery,793,72,1,1174
1925,Mississippi,Neshoba,1790,102,4,1270
1925,Mississippi,Newton,1660,123,2,1152
1925,Mississippi,Noxubee,646,160,9,2966
1925,Mississippi,Oktibbeha,908,104,4,1431
1925,Mississippi,Panola,1020,12,14,3534
1925,Mississippi,Pearl River,824,26,6,198
1925,Mississippi,Perry,668,54,5,263
1925,Mississippi,Pike,1464,38,1,1097
1925,Mississippi,Pontotoc,1112,253,2,1913
1925,Mississippi,Prentiss,1066,99,3,1896
1925,Mississippi,Quitman,373,11,10,3715
1925,Mississippi,Rankin,1079,61,2,1065
1925,Mississippi,Scott,1117,69,0,780
1925,Mississippi,Sharkey,171,19,14,2691
1925,Mississippi,Simpson,1360,75,3,1145
1925,Mississippi,Smith,1366,98,0,875
1925,Mississippi,Stone,428,40,7,103
1925,Mississippi,Sunflower,369,18,24,9581
1925,Mississippi,Tallahatchie,706,42,8,5058
1925,Mississippi,Tate,888,56,2,2747
1925,Mississippi,Tippah,964,154,3,1335
1925,Mississippi,Tishomingo,995,111,0,892
1925,Mississippi,Tunica,244,17,13,4803
1925,Mississippi,Union,1144,124,1,1936
1925,Mississippi,Walthall,1128,42,0,1107
1925,Mississippi,Warren,463,113,12,1553
1925,Mississippi,Washington,347,10,39,8318
1925,Mississippi,Wayne,1021,133,2,524
1925,Mississippi,Webster,1033,125,1,761
1925,Mississippi,Wilkinson,380,51,15,1363
1925,Mississippi,Winston,1343,112,0,1140
1925,Mississippi,Yalobusha,845,39,3,1498
1925,Mississippi,Yazoo,882,90,33,5133
1925,Missouri,Adair,1398,361,14,535
1925,Missouri,Andrew,1116,308,20,839
1925,Missouri,Atchison,628,201,25,682
1925,Missouri,Audrain,1130,443,17,794
1925,Missouri,Barry,2127,445,4,834
1925,Missouri,Barton,1011,268,4,876
1925,Missouri,Bates,1317,634,13,1257
1925,Missouri,Benton,1149,339,11,561
1925,Missouri,Bollinger,1506,267,1,422
1925,Missouri,Boone,1945,442,18,782
1925,Missouri,Buchanan,1187,391,19,814
1925,Missouri,Butler,946,208,1,1225
1925,Missouri,Caldwell,970,326,8,639
1925,Missouri,Callaway,1897,414,12,692
1925,Missouri,Camden,980,201,6,493
1925,Missouri,Cape Girardeau,1489,361,11,677
1925,Missouri,Carroll,1326,519,25,1109
1925,Missouri,Carter,354,59,0,237
1925,Missouri,Cass,1346,431,12,993
1925,Missouri,Cedar,1182,346,6,625
1925,Missouri,Chariton,1767,452,16,1138
1925,Missouri,Christian,1634,238,1,541
1925,Missouri,Clark,999,261,1,538
1925,Missouri,Clay,1050,296,14,629
1925,Missouri,Clinton,950,137,39,527
1925,Missouri,Cole,1173,163,5,234
1925,Missouri,Cooper,1282,352,9,581
1925,Missouri,Crawford,1181,106,15,480
1925,Missouri,Dade,1270,277,3,646
1925,Missouri,Dallas,1309,196,1,570
1925,Missouri,Daviess,1126,477,3,861
1925,Missouri,DeKalb,938,297,20,659
1925,Missouri,Dent,1202,132,0,313
1925,Missouri,Douglas,1625,197,4,642
1925,Missouri,Dunklin,761,183,3,2489
1925,Missouri,Franklin,2489,284,1,687
1925,Missouri,Gasconade,1240,150,3,300
1925,Missouri,Gentry,904,369,16,818
1925,Missouri,Greene,2825,449,9,1014
1925,Missouri,Grundy,1000,253,11,577
1925,Missouri,Harrison,1650,394,8,1008
1925,Missouri,Henry,1213,642,14,923
1925,Missouri,Hickory,882,94,16,461
1925,Missouri,Holt,757,244,4,715
1925,Missouri,Howard,1159,98,5,356
1925,Missouri,Howell,1772,323,12,732
1925,Missouri,Iron,755,37,0,179
1925,Missouri,Jackson,1516,386,73,1027
1925,Missouri,Jasper,1517,330,6,1181
1925,Missouri,Jefferson,1487,202,14,459
1925,Missouri,Johnson,1700,531,20,1029
1925,Missouri,Knox,1045,308,21,545
1925,Missouri,Laclede,1583,350,1,689
1925,Missouri,Lafayette,1363,384,2,810
1925,Missouri,Lawrence,1711,537,4,845
1925,Missouri,Lewis,973,380,5,567
1925,Missouri,Lincoln,1265,470,7,537
1925,Missouri,Linn,1475,344,7,538
1925,Missouri,Livingston,1077,417,12,656
1925,Missouri,McDonald,1971,105,2,386
1925,Missouri,Macon,2393,462,11,877
1925,Missouri,Madison,693,73,3,290
1925,Missouri,Maries,1027,200,4,384
1925,Missouri,Marion,1011,161,4,405
1925,Missouri,Mercer,1078,238,22,551
1925,Missouri,Miller,1450,146,6,412
1925,Missouri,Mississippi,165,53,3,2604
1925,Missouri,Moniteau,1132,364,7,406
1925,Missouri,Monroe,1648,353,11,785
1925,Missouri,Montgomery,1041,345,1,498
1925,Missouri,Morgan,1041,199,15,476
1925,Missouri,New Madrid,297,66,11,3765
1925,Missouri,Newton,1646,422,1,958
1925,Missouri,Nodaway,2001,325,42,1212
1925,Missouri,Oregon,1235,163,16,572
1925,Missouri,Osage,1326,260,5,270
1925,Missouri,Ozark,1035,203,1,451
1925,Missouri,Pemiscot,344,97,3,2530
1925,Missouri,Perry,1230,287,1,519
1925,Missouri,Pettis,1301,508,8,833
1925,Missouri,Phelps,1265,169,1,390
1925,Missouri,Pike,1568,244,14,713
1925,Missouri,Platte,941,316,18,842
1925,Missouri,Polk,2040,418,9,888
1925,Missouri,Pulaski,975,137,3,395
1925,Missouri,Putnam,1274,334,7,510
1925,Missouri,Ralls,1017,224,9,515
1925,Missouri,Randolph,1310,386,20,549
1925,Missouri,Ray,1336,476,12,819
1925,Missouri,Reynolds,771,62,3,304
1925,Missouri,Ripley,794,258,1,552
1925,Missouri,St Charles,1040,321,17,709
1925,Missouri,St Clair,968,399,4,748
1925,Missouri,Ste Genevieve,768,210,1,161
1925,Missouri,St Francois,797,80,0,329
1925,Missouri,St Louis,2020,378,20,998
1925,Missouri,Saline,1268,434,8,838
1925,Missouri,Schuyler,701,262,2,305
1925,Missouri,Scotland,849,328,12,524
1925,Missouri,Scott,460,95,1,2237
1925,Missouri,Shannon,939,127,4,465
1925,Missouri,Shelby,1210,379,21,506
1925,Missouri,Stoddard,1194,347,4,2696
1925,Missouri,Stone,1232,104,0,530
1925,Missouri,Sullivan,1516,400,7,609
1925,Missouri,Taney,892,142,4,471
1925,Missouri,Texas,2194,248,1,650
1925,Missouri,Vernon,1547,540,15,1233
1925,Missouri,Warren,745,158,5,261
1925,Missouri,Washington,928,136,4,500
1925,Missouri,Wayne,977,194,3,421
1925,Missouri,Webster,1909,182,9,619
1925,Missouri,Worth,656,115,13,403
1925,Missouri,Wright,1951,250,2,539
1925,Missouri,St Louis City,48,2,0,27
1925,Montana,Beaverhead,585,137,8,59
1925,Montana,Big Horn,778,180,10,292
1925,Montana,Blaine,581,343,23,188
1925,Montana,Broadwater,158,84,7,72
1925,Montana,Carbon,679,163,2,251
1925,Montana,Carter,347,342,1,80
1925,Montana,Cascade,635,293,19,310
1925,Montana,Chouteau,724,482,23,420
1925,Montana,Custer,406,187,20,103
1925,Montana,Daniels,397,296,1,326
1925,Montana,Dawson,405,351,3,346
1925,Montana,Deer Lodge,68,9,3,13
1925,Montana,Fallon,199,278,0,182
1925,Montana,Fergus,749,643,7,519
1925,Montana,Flathead,822,169,4,243
1925,Montana,Gallatin,495,135,6,390
1925,Montana,Garfield,940,245,0,127
1925,Montana,Glacier,214,98,1,31
1925,Montana,Golden Valley,195,157,4,136
1925,Montana,Granite,141,30,2,54
1925,Montana,Hill,619,497,9,296
1925,Montana,Jefferson,290,69,4,83
1925,Montana,Judith Basin,227,280,2,274
1925,Montana,Lake,468,272,9,215
1925,Montana,Lewis And Clark,268,132,34,109
1925,Montana,Liberty,279,118,0,49
1925,Montana,Lincoln,465,55,5,58
1925,Montana,McCone,526,317,3,226
1925,Montana,Madison,459,148,12,96
1925,Montana,Meagher,170,105,1,34
1925,Montana,Mineral,68,15,0,20
1925,Montana,Missoula,463,63,5,142
1925,Montana,Musselshell,280,207,1,162
1925,Montana,Park,284,148,13,174
1925,Montana,Phillips,921,324,4,178
1925,Montana,Pondera,238,302,11,243
1925,Montana,Powder River,523,269,1,45
1925,Montana,Powell,206,86,8,60
1925,Montana,Prairie,200,242,4,114
1925,Montana,Ravalli,639,136,18,246
1925,Montana,Richland,702,335,4,388
1925,Montana,Roosevelt,639,382,9,237
1925,Montana,Rosebud,421,215,9,147
1925,Montana,Sanders,414,188,2,65
1925,Montana,Sheridan,665,431,2,389
1925,Montana,Silver Bow,141,16,3,20
1925,Montana,Stillwater,371,300,4,271
1925,Montana,Sweet Grass,294,227,3,108
1925,Montana,Teton,341,504,11,233
1925,Montana,Toole,360,169,0,76
1925,Montana,Treasure,131,68,2,98
1925,Montana,Valley,1105,568,4,248
1925,Montana,Wheatland,153,112,4,117
1925,Montana,Wibaux,140,146,3,177
1925,Montana,Yellowstone,873,352,19,716
1925,Montana,Yellowstone National Park,,,,0
1925,Nebraska,Adams,484,313,10,863
1925,Nebraska,Antelope,808,331,25,1067
1925,Nebraska,Arthur,131,76,1,73
1925,Nebraska,Banner,123,67,5,112
1925,Nebraska,Blaine,86,93,0,73
1925,Nebraska,Boone,725,199,12,979
1925,Nebraska,Box Butte,236,186,5,288
1925,Nebraska,Boyd,405,197,7,470
1925,Nebraska,Brown,251,165,5,344
1925,Nebraska,Buffalo,840,446,9,1144
1925,Nebraska,Burt,556,168,8,845
1925,Nebraska,Butler,797,252,5,818
1925,Nebraska,Cass,717,275,13,921
1925,Nebraska,Cedar,843,274,15,1116
1925,Nebraska,Chase,189,200,3,284
1925,Nebraska,Cherry,496,478,10,417
1925,Nebraska,Cheyenne,199,341,4,526
1925,Nebraska,Clay,483,393,2,842
1925,Nebraska,Colfax,641,248,4,469
1925,Nebraska,Cuming,820,190,11,834
1925,Nebraska,Custer,1324,689,16,1793
1925,Nebraska,Dakota,327,88,2,425
1925,Nebraska,Dawes,301,194,5,311
1925,Nebraska,Dawson,635,371,10,974
1925,Nebraska,Deuel,75,89,2,157
1925,Nebraska,Dixon,629,148,11,674
1925,Nebraska,Dodge,667,288,17,873
1925,Nebraska,Douglas,746,245,7,727
1925,Nebraska,Dundy,220,183,8,323
1925,Nebraska,Fillmore,571,276,1,1089
1925,Nebraska,Franklin,501,277,3,609
1925,Nebraska,Frontier,396,344,3,645
1925,Nebraska,Furnas,517,353,6,740
1925,Nebraska,Gage,938,427,9,1438
1925,Nebraska,Garden,231,168,7,239
1925,Nebraska,Garfield,229,37,19,236
1925,Nebraska,Gosper,260,189,1,452
1925,Nebraska,Grant,60,53,3,22
1925,Nebraska,Greeley,411,240,3,569
1925,Nebraska,Hall,554,277,9,785
1925,Nebraska,Hamilton,502,355,5,1027
1925,Nebraska,Harlan,394,233,3,570
1925,Nebraska,Hayes,185,161,2,322
1925,Nebraska,Hitchcock,286,221,4,401
1925,Nebraska,Holt,794,588,14,976
1925,Nebraska,Hooker,85,29,2,39
1925,Nebraska,Howard,760,205,2,574
1925,Nebraska,Jefferson,680,285,9,1044
1925,Nebraska,Johnson,468,157,4,560
1925,Nebraska,Kearney,335,313,3,684
1925,Nebraska,Keith,203,213,8,354
1925,Nebraska,Keya Paha,192,169,4,230
1925,Nebraska,Kimball,143,128,1,255
1925,Nebraska,Knox,1030,355,7,1273
1925,Nebraska,Lancaster,1186,490,20,1506
1925,Nebraska,Lincoln,816,407,23,952
1925,Nebraska,Logan,119,55,4,136
1925,Nebraska,Loup,141,61,1,130
1925,Nebraska,McPherson,84,106,4,87
1925,Nebraska,Madison,781,235,16,800
1925,Nebraska,Merrick,613,204,16,641
1925,Nebraska,Morrill,305,266,5,478
1925,Nebraska,Nance,423,121,3,609
1925,Nebraska,Nemaha,564,215,9,763
1925,Nebraska,Nuckolls,493,224,12,909
1925,Nebraska,Otoe,711,294,12,1182
1925,Nebraska,Pawnee,607,176,4,505
1925,Nebraska,Perkins,155,233,3,393
1925,Nebraska,Phelps,265,282,1,671
1925,Nebraska,Pierce,592,203,21,815
1925,Nebraska,Platte,942,318,10,871
1925,Nebraska,Polk,526,229,4,758
1925,Nebraska,Red Willow,335,237,0,563
1925,Nebraska,Richardson,690,301,11,905
1925,Nebraska,Rock,155,190,11,244
1925,Nebraska,Saline,871,427,7,798
1925,Nebraska,Sarpy,407,97,12,417
1925,Nebraska,Saunders,1120,512,5,1031
1925,Nebraska,Scotts Bluff,502,247,6,758
1925,Nebraska,Seward,834,267,10,1073
1925,Nebraska,Sheridan,468,302,6,473
1925,Nebraska,Sherman,630,199,6,584
1925,Nebraska,Sioux,385,184,4,206
1925,Nebraska,Stanton,526,153,8,502
1925,Nebraska,Thayer,562,348,4,893
1925,Nebraska,Thomas,71,68,0,49
1925,Nebraska,Thurston,146,215,7,628
1925,Nebraska,Valley,540,194,4,613
1925,Nebraska,Washington,637,175,11,645
1925,Nebraska,Wayne,496,125,5,767
1925,Nebraska,Webster,524,265,3,727
1925,Nebraska,Wheeler,172,78,9,186
1925,Nebraska,York,620,330,8,1156
1925,Nevada,Churchill,455,33,12,58
1925,Nevada,Clark,188,7,4,13
1925,Nevada,Douglas,146,14,2,3
1925,Nevada,Elko,443,64,10,21
1925,Nevada,Esmeralda,30,1,2,1
1925,Nevada,Eureka,76,1,1,4
1925,Nevada,Humboldt,252,9,20,8
1925,Nevada,Lander,40,2,3,4
1925,Nevada,Lincoln,158,9,0,12
1925,Nevada,Lyon,372,23,12,64
1925,Nevada,Mineral,114,2,6,6
1925,Nevada,Nye,145,13,13,11
1925,Nevada,Ormsby,55,1,2,1
1925,Nevada,Pershing,144,2,1,14
1925,Nevada,Storey,11,0,0,3
1925,Nevada,Washoe,470,19,18,59
1925,Nevada,White Pine,152,12,8,24
1925,New Hampshire,Belknap,1241,43,12,65
1925,New Hampshire,Carroll,1324,12,11,72
1925,New Hampshire,Cheshire,1608,24,38,132
1925,New Hampshire,Coos,1174,50,11,121
1925,New Hampshire,Grafton,2503,67,19,109
1925,New Hampshire,Hillsborough,2786,36,21,111
1925,New Hampshire,Merrimack,2621,52,20,92
1925,New Hampshire,Rockingham,3535,55,14,140
1925,New Hampshire,Strafford,1413,13,2,83
1925,New Hampshire,Sullivan,1315,23,8,89
1925,New Jersey,Atlantic,1576,39,1,58
1925,New Jersey,Bergen,1036,31,12,111
1925,New Jersey,Burlington,1509,50,74,499
1925,New Jersey,Camden,676,3,9,70
1925,New Jersey,Cape May,545,70,3,64
1925,New Jersey,Cumberland,2907,58,17,358
1925,New Jersey,Essex,571,14,6,95
1925,New Jersey,Gloucester,1960,25,20,319
1925,New Jersey,Hudson,26,1,2,19
1925,New Jersey,Hunterdon,2158,17,39,391
1925,New Jersey,Mercer,780,68,47,234
1925,New Jersey,Middlesex,1324,64,29,250
1925,New Jersey,Monmouth,2002,84,68,518
1925,New Jersey,Morris,796,12,18,118
1925,New Jersey,Ocean,610,14,0,41
1925,New Jersey,Passaic,418,20,6,61
1925,New Jersey,Salem,1280,31,9,589
1925,New Jersey,Somerset,1125,13,10,98
1925,New Jersey,Sussex,1022,4,24,347
1925,New Jersey,Union,467,20,0,38
1925,New Jersey,Warren,1087,22,19,445
1925,New Mexico,Bernalillo,1126,31,9,68
1925,New Mexico,Catron,393,37,3,29
1925,New Mexico,Chaves,410,215,10,320
1925,New Mexico,Colfax,369,182,17,244
1925,New Mexico,Curry,585,211,3,370
1925,New Mexico,De Baca,212,104,4,76
1925,New Mexico,Dona Ana,815,63,10,649
1925,New Mexico,Eddy,338,83,13,611
1925,New Mexico,Grant,378,82,13,87
1925,New Mexico,Guadalupe,646,165,12,42
1925,New Mexico,Harding,396,217,5,147
1925,New Mexico,Hidalgo,189,70,2,40
1925,New Mexico,Lea,383,284,8,91
1925,New Mexico,Lincoln,487,129,6,55
1925,New Mexico,Luna,144,43,6,40
1925,New Mexico,McKinley,313,34,7,32
1925,New Mexico,Mora,1233,196,0,147
1925,New Mexico,Otero,330,84,18,133
1925,New Mexico,Quay,709,420,5,222
1925,New Mexico,Rio Arriba,2078,192,9,141
1925,New Mexico,Roosevelt,637,300,6,336
1925,New Mexico,Sandoval,853,40,8,64
1925,New Mexico,San Juan,528,47,11,197
1925,New Mexico,San Miguel,1866,157,16,147
1925,New Mexico,Santa Fe,900,143,9,68
1925,New Mexico,Sierra,225,52,3,63
1925,New Mexico,Socorro,835,129,12,94
1925,New Mexico,Taos,986,119,1,84
1925,New Mexico,Torrance,1035,217,1,261
1925,New Mexico,Union,938,374,19,465
1925,New Mexico,Valencia,1078,170,10,103
1925,New York,Albany,2178,84,17,382
1925,New York,Allegany,3114,394,13,682
1925,New York,Bronx,0,0,0,41
1925,New York,Broome,3027,103,24,361
1925,New York,Cattaraugus,4427,235,31,660
1925,New York,Cayuga,3404,138,33,837
1925,New York,Chautauqua,6247,423,58,626
1925,New York,Chemung,1405,196,9,315
1925,New York,Chenango,3086,187,35,390
1925,New York,Clinton,2814,131,20,420
1925,New York,Columbia,2211,73,58,247
1925,New York,Cortland,1759,121,13,299
1925,New York,Delaware,3832,117,44,300
1925,New York,Dutchess,1885,86,72,260
1925,New York,Erie,6149,568,93,1089
1925,New York,Essex,1523,76,48,226
1925,New York,Franklin,2542,157,14,390
1925,New York,Fulton,1721,46,10,145
1925,New York,Genesee,2265,152,16,622
1925,New York,Greene,2065,71,28,164
1925,New York,Hamilton,288,5,3,20
1925,New York,Herkimer,2078,119,32,510
1925,New York,Jefferson,3245,267,59,1436
1925,New York,Kings,8,1,0,31
1925,New York,Lewis,2564,128,31,251
1925,New York,Livingston,1595,334,34,723
1925,New York,Madison,2862,242,36,492
1925,New York,Monroe,3631,299,86,988
1925,New York,Montgomery,1346,185,17,476
1925,New York,Nassau,388,126,93,159
1925,New York,New York,2,0,0,3
1925,New York,Niagara,3208,229,44,822
1925,New York,Oneida,4832,334,40,616
1925,New York,Onondaga,4373,304,49,812
1925,New York,Ontario,2515,363,36,771
1925,New York,Orange,3122,93,65,426
1925,New York,Orleans,1808,145,19,795
1925,New York,Oswego,5008,211,43,553
1925,New York,Otsego,4105,192,60,530
1925,New York,Putnam,296,16,35,38
1925,New York,Queens,73,21,1,96
1925,New York,Rensselaer,2677,112,21,320
1925,New York,Richmond,92,8,10,49
1925,New York,Rockland,756,12,68,53
1925,New York,St Lawrence,5711,317,64,1491
1925,New York,Saratoga,2835,125,43,295
1925,New York,Schenectady,923,55,3,111
1925,New York,Schoharie,2283,150,14,442
1925,New York,Schuyler,1195,162,12,231
1925,New York,Seneca,1227,162,31,482
1925,New York,Steuben,4338,501,33,914
1925,New York,Suffolk,1492,359,89,282
1925,New York,Sullivan,3027,35,24,77
1925,New York,Tioga,2158,107,19,222
1925,New York,Tompkins,1809,195,16,343
1925,New York,Ulster,3714,59,65,198
1925,New York,Warren,1373,22,37,72
1925,New York,Washington,2862,150,16,361
1925,New York,Wayne,3905,214,55,640
1925,New York,Westchester,490,34,174,84
1925,New York,Wyoming,2588,184,20,462
1925,New York,Yates,1305,253,28,411
1925,North Carolina,Alamance,1918,242,1,1000
1925,North Carolina,Alexander,1331,241,3,285
1925,North Carolina,Alleghany,1141,149,1,147
1925,North Carolina,Anson,971,167,7,2422
1925,North Carolina,Ashe,2866,306,1,403
1925,North Carolina,Avery,1270,51,1,141
1925,North Carolina,Beaufort,1592,642,15,1462
1925,North Carolina,Bertie,1011,326,2,2105
1925,North Carolina,Bladen,1573,411,3,762
1925,North Carolina,Brunswick,1034,130,0,194
1925,North Carolina,Buncombe,3099,214,18,467
1925,North Carolina,Burke,1703,199,6,566
1925,North Carolina,Cabarrus,1193,78,3,1398
1925,North Carolina,Caldwell,1470,252,4,444
1925,North Carolina,Camden,263,86,2,587
1925,North Carolina,Carteret,638,113,1,182
1925,North Carolina,Caswell,938,61,1,1274
1925,North Carolina,Catawba,1925,442,2,717
1925,North Carolina,Chatham,1898,451,3,1187
1925,North Carolina,Cherokee,1609,160,0,458
1925,North Carolina,Chowan,374,91,1,795
1925,North Carolina,Clay,481,109,7,262
1925,North Carolina,Cleveland,1872,207,1,2590
1925,North Carolina,Columbus,2590,395,2,937
1925,North Carolina,Craven,916,214,7,987
1925,North Carolina,Cumberland,1250,352,7,1542
1925,North Carolina,Currituck,407,53,0,413
1925,North Carolina,Dare,72,1,0,6
1925,North Carolina,Davidson,2749,447,4,822
1925,North Carolina,Davie,846,267,5,751
1925,North Carolina,Duplin,2013,475,3,2004
1925,North Carolina,Durham,703,46,4,947
1925,North Carolina,Edgecombe,577,44,41,3291
1925,North Carolina,Forsyth,2096,365,7,771
1925,North Carolina,Franklin,1152,168,4,2966
1925,North Carolina,Gaston,1348,111,5,1029
1925,North Carolina,Gates,850,119,1,614
1925,North Carolina,Graham,454,35,1,152
1925,North Carolina,Granville,1334,186,4,2541
1925,North Carolina,Greene,467,40,2,2316
1925,North Carolina,Guilford,2800,297,12,958
1925,North Carolina,Halifax,1107,326,8,3417
1925,North Carolina,Harnett,1352,391,2,1474
1925,North Carolina,Haywood,1582,133,10,450
1925,North Carolina,Henderson,1684,96,1,176
1925,North Carolina,Hertford,610,61,3,1538
1925,North Carolina,Hoke,672,108,3,1344
1925,North Carolina,Hyde,379,249,4,616
1925,North Carolina,Iredell,2118,375,3,1639
1925,North Carolina,Jackson,1617,127,3,415
1925,North Carolina,Johnston,2586,663,4,4262
1925,North Carolina,Jones,496,64,2,846
1925,North Carolina,Lee,770,210,1,612
1925,North Carolina,Lenoir,802,147,3,2401
1925,North Carolina,Lincoln,1203,278,1,861
1925,North Carolina,McDowell,1096,83,2,345
1925,North Carolina,Macon,1408,152,1,304
1925,North Carolina,Madison,2039,135,4,894
1925,North Carolina,Martin,938,163,11,1651
1925,North Carolina,Mecklenburg,1613,137,5,2258
1925,North Carolina,Mitchell,1302,152,2,166
1925,North Carolina,Montgomery,960,192,2,663
1925,North Carolina,Moore,1178,305,9,643
1925,North Carolina,Nash,1544,234,4,4225
1925,North Carolina,New Hanover,243,37,1,87
1925,North Carolina,Northampton,942,263,1,2587
1925,North Carolina,Onslow,1022,329,4,810
1925,North Carolina,Orange,1151,220,2,709
1925,North Carolina,Pamlico,601,222,2,366
1925,North Carolina,Pasquotank,515,211,4,800
1925,North Carolina,Pender,1032,519,5,464
1925,North Carolina,Perquimans,514,201,4,777
1925,North Carolina,Person,1010,71,1,1722
1925,North Carolina,Pitt,1358,72,6,4792
1925,North Carolina,Polk,779,72,0,374
1925,North Carolina,Randolph,2873,565,4,799
1925,North Carolina,Richmond,642,186,24,1532
1925,North Carolina,Robeson,2030,368,15,4635
1925,North Carolina,Rockingham,1796,99,4,1947
1925,North Carolina,Rowan,2034,362,2,1159
1925,North Carolina,Rutherford,1551,340,3,1616
1925,North Carolina,Sampson,2572,822,3,2509
1925,North Carolina,Scotland,345,76,5,1784
1925,North Carolina,Stanly,1347,330,2,806
1925,North Carolina,Stokes,1679,226,0,1568
1925,North Carolina,Surry,2802,239,6,1516
1925,North Carolina,Swain,944,116,0,310
1925,North Carolina,Transylvania,844,51,1,127
1925,North Carolina,Tyrrell,453,31,2,189
1925,North Carolina,Union,2130,183,1,2677
1925,North Carolina,Vance,700,163,2,1398
1925,North Carolina,Wake,2229,464,10,3901
1925,North Carolina,Warren,1019,357,4,1800
1925,North Carolina,Washington,475,83,4,711
1925,North Carolina,Watauga,1694,218,3,218
1925,North Carolina,Wayne,1240,152,4,3599
1925,North Carolina,Wilkes,3900,346,8,954
1925,North Carolina,Wilson,947,109,0,3560
1925,North Carolina,Yadkin,1877,283,3,747
1925,North Carolina,Yancey,1470,285,3,609
1925,North Dakota,Adams,179,453,4,199
1925,North Dakota,Barnes,778,368,7,906
1925,North Dakota,Benson,598,442,11,587
1925,North Dakota,Billings,183,214,1,123
1925,North Dakota,Bottineau,643,512,12,827
1925,North Dakota,Bowman,145,386,4,189
1925,North Dakota,Burke,412,358,1,299
1925,North Dakota,Burleigh,244,534,2,465
1925,North Dakota,Cass,882,477,34,1076
1925,North Dakota,Cavalier,920,393,3,795
1925,North Dakota,Dickey,299,443,2,559
1925,North Dakota,Divide,574,506,1,346
1925,North Dakota,Dunn,513,534,1,411
1925,North Dakota,Eddy,232,160,5,282
1925,North Dakota,Emmons,389,639,4,528
1925,North Dakota,Foster,214,161,3,323
1925,North Dakota,Golden Valley,226,204,6,239
1925,North Dakota,Grand Forks,912,390,27,774
1925,North Dakota,Grant,330,703,1,426
1925,North Dakota,Griggs,419,146,4,415
1925,North Dakota,Hettinger,231,420,1,316
1925,North Dakota,Kidder,202,563,2,380
1925,North Dakota,LaMoure,498,387,6,673
1925,North Dakota,Logan,257,489,1,306
1925,North Dakota,McHenry,675,639,7,730
1925,North Dakota,McIntosh,302,481,1,300
1925,North Dakota,McKenzie,698,707,4,312
1925,North Dakota,McLean,812,969,5,625
1925,North Dakota,Mercer,452,391,0,216
1925,North Dakota,Morton,704,674,4,491
1925,North Dakota,Mountrail,864,702,1,360
1925,North Dakota,Nelson,531,219,21,482
1925,North Dakota,Oliver,185,287,1,215
1925,North Dakota,Pembina,917,290,13,538
1925,North Dakota,Pierce,307,346,4,448
1925,North Dakota,Ramsey,530,272,24,621
1925,North Dakota,Ransom,446,347,6,542
1925,North Dakota,Renville,347,393,2,425
1925,North Dakota,Richland,800,636,14,948
1925,North Dakota,Rolette,562,320,8,487
1925,North Dakota,Sargent,450,375,1,533
1925,North Dakota,Sheridan,224,437,5,364
1925,North Dakota,Sioux,185,185,4,131
1925,North Dakota,Slope,148,268,2,190
1925,North Dakota,Stark,524,366,5,358
1925,North Dakota,Steele,356,183,9,453
1925,North Dakota,Stutsman,694,742,6,1041
1925,North Dakota,Towner,275,214,27,526
1925,North Dakota,Traill,532,242,8,603
1925,North Dakota,Walsh,1342,408,10,625
1925,North Dakota,Ward,865,868,9,963
1925,North Dakota,Wells,504,424,11,671
1925,North Dakota,Williams,837,898,6,454
1925,Ohio,Adams,2110,159,7,811
1925,Ohio,Allen,1586,349,6,781
1925,Ohio,Ashland,1551,108,14,668
1925,Ohio,Ashtabula,3789,272,10,517
1925,Ohio,Athens,2055,60,12,279
1925,Ohio,Auglaize,1472,271,6,826
1925,Ohio,Belmont,3115,165,13,505
1925,Ohio,Brown,2529,162,1,852
1925,Ohio,Butler,1447,141,16,853
1925,Ohio,Carroll,1670,50,8,198
1925,Ohio,Champaign,1186,173,21,976
1925,Ohio,Clark,1481,108,23,806
1925,Ohio,Clermont,2592,208,10,822
1925,Ohio,Clinton,1152,174,12,861
1925,Ohio,Columbiana,3016,58,12,439
1925,Ohio,Coshocton,2611,88,6,306
1925,Ohio,Crawford,1395,251,9,715
1925,Ohio,Cuyahoga,2236,86,26,367
1925,Ohio,Darke,2624,354,9,2314
1925,Ohio,Defiance,1100,385,2,772
1925,Ohio,Delaware,1852,323,30,712
1925,Ohio,Erie,1184,233,6,405
1925,Ohio,Fairfield,2187,190,17,884
1925,Ohio,Fayette,722,143,15,757
1925,Ohio,Franklin,2319,280,32,1038
1925,Ohio,Fulton,1697,273,2,954
1925,Ohio,Gallia,2205,133,4,316
1925,Ohio,Geauga,1879,154,19,482
1925,Ohio,Greene,1155,229,17,1000
1925,Ohio,Guernsey,2614,50,6,296
1925,Ohio,Hamilton,2727,144,38,660
1925,Ohio,Hancock,1518,341,13,1195
1925,Ohio,Hardin,1307,341,16,1063
1925,Ohio,Harrison,1723,91,1,282
1925,Ohio,Henry,1095,418,3,1103
1925,Ohio,Highland,2142,145,9,885
1925,Ohio,Hocking,1251,76,7,233
1925,Ohio,Holmes,1824,111,7,500
